"State: (0, 0)","State: (0, 1)","Wall: (0, 2)","State: (0, 3)","State: (0, 4)","State: (0, 5)","State: (1, 0)","State: (1, 1)","State: (1, 2)","State: (1, 3)","Wall: (1, 4)","State: (1, 5)","State: (2, 0)","State: (2, 1)","State: (2, 2)","State: (2, 3)","State: (2, 4)","State: (2, 5)","State: (3, 0)","State: (3, 1)","State: (3, 2)","State: (3, 3)","Wall: (3, 4)","State: (3, 5)","State: (4, 0)","State: (4, 1)","State: (4, 2)","State: (4, 3)","State: (4, 4)","Wall: (4, 5)","State: (5, 0)","State: (5, 1)","Wall: (5, 2)","State: (5, 3)","State: (5, 4)","State: (5, 5)",
-1.0,-0.03999999910593033,0.0,-0.03999999910593033,-0.03999999910593033,-1.0,-0.03999999910593033,-0.03999999910593033,-1.0,-0.03999999910593033,0.0,-0.03999999910593033,-0.03999999910593033,1.0,-1.0,1.0,-0.03999999910593033,1.0,-0.03999999910593033,-0.03999999910593033,-1.0,1.0,0.0,-0.03999999910593033,-1.0,1.0,-1.0,-0.03999999910593033,-0.03999999910593033,0.0,-0.03999999910593033,-0.03999999910593033,0.0,-0.03999999910593033,-0.03999999910593033,-0.03999999910593033,
-0.9938463955265184,-0.06972270685544822,0.0,-0.06972270685544822,-0.09719415509989686,-1.0,-0.06972270685544822,0.25662236125079646,-0.6018096715282394,0.2705056187799039,0.0,0.29598785482169143,0.29442835747547236,0.6548079836096854,0.0543788496770976,0.7166485788765693,0.5485235749716624,0.8599485847631544,0.21412515141778424,0.48451346641044785,-0.10581109840517307,1.0,0.0,0.6620171824183166,-0.1389808501488165,0.7358951755361776,0.1409001044931597,0.7884622665003251,0.605400016965097,0.0,-0.06972270685544822,0.5622073825538358,0.0,0.605400016965097,0.5219245647321052,0.39430215198554236,
-1.0,0.08867745576680765,0.0,0.12297773045697255,0.08151166439513802,-0.4160018633000583,0.1543770824225891,0.3218114177422935,-0.05093835524904024,0.3712582783187516,0.0,0.466439704129599,0.35291018492913173,0.5986348971580762,0.21316509358978458,0.8228667584861074,0.7114489766191654,0.9082407603071513,0.3138244583519499,0.49186728350550546,0.2841435319246197,1.0,0.0,0.7935472218759895,0.14829759432096565,0.6695881422840019,0.3110754135699186,0.8511673457976907,0.7357947757922012,0.0,0.28936252786869976,0.5845758347115008,0.0,0.7357947757922012,0.6786381952487897,0.5775409586557697,
-1.0,0.1781296742693871,0.0,0.227527400429522,0.18460590674978483,0.09354007042233911,0.236782254279227,0.36944344298853826,0.11539446292748559,0.5189831958738736,0.0,0.5997720239980381,0.39383936203298486,0.5767912035652407,0.32834975758119045,0.8697876013358551,0.7866195954056729,0.9330270296951316,0.3639400241692889,0.5062266553453175,0.45641754132462586,1.0,0.0,0.8488704749060983,0.2624916407773143,0.6418189174700801,0.38470011030688156,0.8769259353655314,0.7916459890175075,0.0,0.38623917528757157,0.5821951288120507,0.0,0.7916459890175075,0.7479624898597115,0.6702917238821164,
0.0014487987413312397,0.2431532420122654,0.0,0.3567414578826122,0.30573331938906284,0.2651385773315215,0.2925684328455469,0.3988833301227263,0.21132615018720297,0.6093118415442877,0.0,0.6827328986627333,0.41864636447484277,0.5654024002747426,0.45640810904317947,0.8979426722066564,0.8301026090755856,0.9466220943624439,0.39459529985890496,0.5169918657711142,0.557799065697405,1.0,0.0,0.8785564367000468,0.3239565858917087,0.6262111403690779,0.4895471579126899,0.8972490084436928,0.8268790902260991,0.0,0.42696443624369573,0.5783581051828832,0.0,0.8268790902260991,0.7900596248128143,0.7261596737687446,
0.08537008668578254,0.28829605902959515,0.0,0.45435500238919135,0.40542874760005115,0.38625491916227156,0.33017076607188967,0.4204474343326276,0.3307828816220488,0.674321935090347,0.0,0.7366487349903231,0.4356572365811056,0.5587464645397155,0.5460381931039786,0.9160578754093371,0.8581339377720422,0.9546587763810784,0.4155276031775075,0.5247900629478754,0.6294433511708767,1.0,0.0,0.8967483746621587,0.36315823997406316,0.6213903538143793,0.5694806982394256,0.9118356135124247,0.8511991494081321,0.0,0.45021108212937927,0.5795439168089981,0.0,0.8511991494081321,0.8188197574970876,0.7638685628827551,
0.14613223098448014,0.322045846660006,0.0,0.5299507300828217,0.48454594998120093,0.47303346530337154,0.35747930149214335,0.44113639507414093,0.4243757243804637,0.7213600134112849,0.0,0.7740024848824152,0.44837749752354916,0.5732586321252878,0.6104945373457109,0.9288219863671345,0.87781574118186,0.9599703397790528,0.43100180956860323,0.5460138658414814,0.6811769175379336,1.0,0.0,0.9090841405688505,0.3944104021303138,0.6316398978696237,0.627908078630198,0.9224349175507185,0.8688053904677304,0.0,0.46921372576672665,0.5917710992460992,0.0,0.8688053904677304,0.8396109272882283,0.7910513711525347,
0.1921704455358376,0.3512087683554203,0.0,0.5882753410842728,0.546561918983645,0.5375267663627467,0.3788332980940561,0.4708692175919099,0.49569673978317463,0.7566184073737906,0.0,0.8014397269223588,0.47144752198178813,0.6188154693249541,0.6587546050134138,0.9383335088835957,0.8924547567451756,0.9637970707564019,0.45840002754443526,0.5910029684896452,0.7199457827536477,1.0,0.0,0.9180799182102266,0.42906560453852566,0.6636420253942125,0.6718465697600201,0.9304079699607954,0.8820569350286294,0.0,0.4926812300238972,0.6220963753257511,0.0,0.8820569350286296,0.8552598836908181,0.8115153878408228,
0.22894404040456623,0.384405839785519,0.0,0.6340021966415885,0.5955626577081465,0.5872521414576111,0.4063649013385206,0.5197633410261666,0.5512062893942495,0.7839638601770438,0.0,0.8225220638424455,0.5164552885608643,0.6593626363142329,0.6961755721956279,0.9457004686171854,0.9037860072567645,0.9667157318470492,0.5050176435073503,0.6325456408991228,0.7500176928805536,1.0,0.0,0.9249757718057086,0.4765342400664853,0.6958007583612245,0.7059680350225289,0.9366030668786728,0.8923596045877176,0.0,0.528770657569384,0.655077375551554,0.0,0.8923596045877176,0.8674278582102875,0.8274361743494963,
0.2672167976960232,0.43129857528419563,0.0,0.6706207899580973,0.6349308870610023,0.6267877138072833,0.4511281659735938,0.5648072112872797,0.5955184679991626,0.805776593482411,0.0,0.8392703763257073,0.5606582259908309,0.6929169205494602,0.7260245433072412,0.9515751116588335,0.9128202436168087,0.9690278926924688,0.5496720131032119,0.6673836001330832,0.7740082899350014,1.0,0.0,0.9304496704784531,0.5220299621826915,0.723562466961811,0.7332006546069475,0.9415488811098768,0.9005871281738301,0.0,0.5667317095346296,0.6848155841077914,0.0,0.9005871281738301,0.8771456031859273,0.8401555258442737,
