"Wall: (0, 0)","State: (0, 1)","State: (0, 2)","State: (0, 3)","State: (0, 4)","Wall: (0, 5)","State: (1, 0)","State: (1, 1)","State: (1, 2)","State: (1, 3)","State: (1, 4)","State: (1, 5)","State: (2, 0)","State: (2, 1)","Wall: (2, 2)","State: (2, 3)","State: (2, 4)","State: (2, 5)","State: (3, 0)","State: (3, 1)","State: (3, 2)","State: (3, 3)","State: (3, 4)","State: (3, 5)","State: (4, 0)","State: (4, 1)","State: (4, 2)","State: (4, 3)","Wall: (4, 4)","State: (4, 5)","Wall: (5, 0)","State: (5, 1)","State: (5, 2)","State: (5, 3)","State: (5, 4)","State: (5, 5)",
0.0,-0.03999999910593033,-0.03999999910593033,1.0,1.0,0.0,-0.03999999910593033,-1.0,-0.03999999910593033,1.0,1.0,1.0,-0.03999999910593033,-0.03999999910593033,0.0,1.0,1.0,1.0,-0.03999999910593033,-1.0,-0.03999999910593033,-1.0,-0.03999999910593033,-0.03999999910593033,-0.03999999910593033,-0.03999999910593033,-0.03999999910593033,-0.03999999910593033,0.0,-0.03999999910593033,0.0,-0.03999999910593033,-0.03999999910593033,-1.0,-0.03999999910593033,-1.0,
0.0,-0.21482181770490827,-0.25241951316711725,0.15403549375876383,0.4685153911225534,0.0,-0.07920098477446902,-0.49998984015407677,-0.48259686559061454,0.09322890583453237,0.45298453881497175,0.7825073770122013,-0.0838711305183079,-0.17947528941954607,0.0,0.7543197151740823,0.8657832865478244,1.0,-0.08490317064408662,-0.4971205336402421,-0.4712038579426186,-0.681858548220782,-0.4677937672133972,-0.2582821190268666,-0.08509337725967175,-0.1407956555053117,-0.18469954082219758,-0.28567795981847577,0.0,-0.3619427038018693,0.0,-0.10365901198899424,-0.12692339034485883,-0.5845793076432964,-0.5914390682684517,-1.0,
0.0,0.0036221361126295166,0.6180590625705089,0.8042729235296268,0.8108803435868135,0.0,-0.23017585834895132,-0.8683814458925178,0.7482846355693926,0.9478653756627511,0.9928279809920791,1.0,-0.2412183656993173,-0.39054853477946827,0.0,0.9652358851637293,0.9935280754941259,0.9965983537883017,-0.24499314899874403,-0.9089001781162352,-0.032703230539207616,0.7114931223290699,0.9338507878751483,0.9582958577729385,-0.24602710246886295,-0.27452045961452776,-0.2747011249787669,0.0017916805746461893,0.0,0.9063080350827952,0.0,-0.27656749014324716,-0.2995192326676624,-0.9835579608999196,-1.0,0.6148304957350446,
0.0,0.5931746890605879,0.7158238753959374,0.8533621692942327,0.9044990544437119,0.0,-0.9425548795270715,0.5126091281076625,0.7652812169760992,0.9087283663367861,0.9491711524585025,0.8290746542824794,-0.9791017407662685,0.04325436223777392,0.0,0.945448679306261,1.0,0.9102841519921601,-0.9947145965584727,0.3664412635600151,0.6689379256904775,0.8275976761316555,0.9518763893706811,0.8931250289177157,-1.0,0.013677980396917968,0.5946412841977337,0.7776456842508616,0.0,0.8594085942628538,0.0,-0.8430978473750953,0.03203207214917107,0.599704668876869,0.6224716582291021,0.735373494716742,
0.0,0.7931937275558437,0.9072800157839707,0.9855771065557467,0.975298051555613,0.0,0.650401026888214,0.7703292865270598,0.9135790797725886,0.9713172313713568,0.9517498932009655,1.0,0.6272549618219841,0.7342448670258086,0.0,0.9303593004308892,0.9192887276550176,0.9686505632965592,0.5684190012995823,0.623861826451546,0.7268499180005656,0.7827587789856998,0.8869115055716755,0.8775020939158257,0.5738566295307233,0.6432447769707892,0.7042645835478932,0.7593086829478294,0.0,0.8556418098489706,0.0,0.5855767454266259,0.6320817705302549,0.6723754207456331,0.7076828343408915,0.7619777135817717,
0.0,0.8114374652495306,0.8765019010642311,0.9346317589978612,0.9691043097095396,0.0,0.7196989438148319,0.791474480185667,0.9055246714368375,0.9666495229069995,0.9579917094838222,0.9532806715308138,0.701429616020769,0.7656977388043537,0.0,1.0,0.985996225429866,0.9929139164588638,0.6803685449849087,0.7250491855220376,0.8490144900728369,0.9210607383391446,0.9624211406991731,0.9719946320626605,0.6520339802541114,0.7456587280030048,0.8282777332841544,0.8936902631729329,0.0,0.9471610297429602,0.0,0.726733812673311,0.8019283033739569,0.8141209952859173,0.7931851285691205,0.8637673488884892,
0.0,0.8519346044825004,0.9093867410932042,0.962645480834704,0.9655701983251176,0.0,0.7700886653335843,0.8293996103900485,0.9251766001197467,0.9725729515079015,1.0,0.9866753501623299,0.7535953362991431,0.8061450760891304,0.0,0.9680130830743028,0.998761053480024,0.9833655270233099,0.7310093170569054,0.7719285163627218,0.8564558906905074,0.9053426186255854,0.9716138642249516,0.9659814604473844,0.7451781211652037,0.792047545245604,0.8398481916059659,0.8833813284924908,0.0,0.9443326167037376,0.0,0.7775095419773687,0.8189607378988648,0.8193827844441398,0.8221249117558317,0.873093812103182,
0.0,0.8057595812497531,0.8597941183159348,0.9172821533333346,0.9388252542291917,0.0,0.7325399970964622,0.7845156335551914,0.877004512154094,0.9399044380864573,0.9619677572972818,0.9814761547151631,0.7166733020934271,0.7635302946914807,0.0,0.9503062416996548,0.9826737638889754,1.0,0.6766495616933975,0.7117396994708085,0.796799664549268,0.8635260378238431,0.9550891532584508,0.9778762812454733,0.6841134819735727,0.7244623202451806,0.7803181336393348,0.8387690821190515,0.0,0.9536007573747937,0.0,0.7115215007560817,0.7607510467255548,0.7847198412776353,0.8229024618864741,0.888522207504795,
0.0,0.8767180283109729,0.938068675541793,0.9922194610865346,0.9980017045445991,0.0,0.8058436784835731,0.8665136874854555,0.9547548851919677,0.9972210449053188,0.9974225449589895,1.0,0.7897773409979039,0.8430716681839749,0.0,0.9863617580617979,0.9949287502964677,0.998121597080953,0.7728709741944354,0.787008196343231,0.8490579527185385,0.8880861098423911,0.9485122833238747,0.9781442228343397,0.7564719422066825,0.7923448226452842,0.8316457491272379,0.8685802128705662,0.0,0.9597007101072362,0.0,0.7606180360100779,0.7918317005218091,0.8207969770739802,0.8672802768899083,0.9042006399591237,
0.0,0.9014719620454095,0.9399242955646088,0.9746320265794811,0.9745269754901028,0.0,0.8407812450908405,0.8807154485591266,0.9473139356140019,0.9827615165102674,0.9816298506515577,0.9802165833110483,0.8259038748722936,0.8614652145643535,0.0,0.9991490073236714,1.0,0.9989649405158784,0.8103318196520316,0.8392433026541077,0.90943915808813,0.950009573510259,0.9804362135726044,0.9826286838811428,0.7932300735116433,0.8467612576859622,0.8924147802521413,0.9297278762197592,0.0,0.9644549606095132,0.0,0.8311640553782764,0.8669177100506232,0.8211075367039031,0.8757923595035497,0.9124288097133927,
0.0,0.8850753872999332,0.9221268573840192,0.9592764729334826,0.9741741767835618,0.0,0.8309527790485107,0.8668407557797756,0.9302178509164836,0.9676198265621381,0.9820432185587058,0.9929786445544335,0.817249426727337,0.8487518945596726,0.0,0.9760052426966737,0.9880586893401777,1.0,0.8019598658331842,0.8310489768439762,0.8911477764129908,0.9311588774412478,0.9689712382160756,0.9821721802992378,0.8067309017522792,0.8393994253762765,0.8761136625619832,0.9114787125412267,0.0,0.9636495820746483,0.0,0.8265992236547266,0.8586173108631455,0.8674729534177184,0.8759845258614308,0.914467879858773,
0.0,0.9165562111055139,0.9585355875505271,0.9963657768005466,1.0,0.0,0.8615146904262571,0.9033395014488935,0.967414633099108,0.9995577623528721,0.9996735651468841,0.9984633339249647,0.847061569326154,0.8836883462686649,0.0,0.9934180276949998,0.9964701930630689,0.9966514095647718,0.8311689213193636,0.863131144197249,0.9182512621328819,0.9506419605735934,0.9783016318627723,0.9811834628604531,0.83510890479513,0.8695955114907638,0.9033109869798849,0.9323375080356723,0.0,0.9647301578833368,0.0,0.8564704878003238,0.8860527503348594,0.8904418238702014,0.891324623377712,0.9194580817199547,
0.0,0.9045433497652079,0.9359075770585745,0.9637816479662199,0.9639837336564655,0.0,0.8566847501472145,0.891448678281174,0.9469677704519252,0.9767050057941108,0.977541288168257,0.9892982813498162,0.8425259757471334,0.873420704848572,0.0,0.9874458635014037,0.9903963618300511,1.0,0.8263590595384989,0.8589099033976354,0.9138988291182221,0.9468873348605855,0.973386399480764,0.9836158885597339,0.8289832637491659,0.8641677948795736,0.8989623891634064,0.9285795209590861,0.0,0.9669304452523949,0.0,0.850995200363256,0.8818009624533123,0.8884576197649956,0.8918707058924333,0.923368842210167,
0.0,0.9272373853690262,0.958799224734444,0.9896447995933665,0.9988300418464396,0.0,0.8815208665186621,0.912179683454383,0.9654026399772292,0.9930085053169017,0.9990450080860968,1.0,0.8681566785286916,0.8948692837959563,0.0,0.994618870807384,0.9980983205215733,0.9984781664869815,0.8556812460199036,0.8806209861412811,0.9280921714467273,0.9558805253210434,0.980755585288318,0.9835190542974811,0.8587417075108987,0.8857711754333853,0.9138024735708103,0.9386098445245407,0.0,0.9679290233763371,0.0,0.8734117765249036,0.8975341165549651,0.9007559521091801,0.9026656542564305,0.926918401180772,
0.0,0.9329469194715754,0.9606543532071034,0.9854024424361691,0.985391829672275,0.0,0.8878741335541237,0.917159922727759,0.9652272487382948,0.9905795789064107,0.99020297185336,0.989644568714874,0.8741274158780431,0.9000745860833876,0.0,0.9993166874074859,1.0,0.9996253926517872,0.8608821526976843,0.8866720387289202,0.9333565505976467,0.9613245641137956,0.982922751734179,0.9847642833339928,0.8628061931467454,0.8908055611511628,0.9190220353446498,0.9440003097533155,0.0,0.9690686566280667,0.0,0.8782426012795825,0.9027153279767957,0.9064866638130067,0.9036582234801307,0.9290784678900744,
0.0,0.9276813950642192,0.9540648623934398,0.9765931395792321,0.9856070865012516,0.0,0.8865977686112358,0.9123107108796568,0.9553257317257182,0.9803612250995692,0.9900363206731383,0.9958508031273176,0.8736197741296282,0.8960953046402669,0.0,0.9854731848227208,0.9939813469199379,1.0,0.8606684158215022,0.8789180458788639,0.9209435283840512,0.9492813763019615,0.9767648613616865,0.9842524998057121,0.8625326957742186,0.882683606115637,0.9072025704895292,0.9321009995952433,0.0,0.9681864332242407,0.0,0.8710639406292395,0.8917235535512558,0.896762317314656,0.9022057880180502,0.9290373611848163,
0.0,0.9406159444204605,0.9708680200647829,0.9982028537261027,1.0,0.0,0.8980545459123362,0.9282106383966673,0.9758419576838832,0.9995453011257346,0.9992536115272381,0.9980482423793734,0.8845683088470674,0.9109286693173053,0.0,0.9940101390121938,0.9962412448531371,0.9963456516381385,0.8708106673758671,0.893535443367637,0.9346398958404388,0.9587531958559158,0.9797833779265988,0.9819480561784261,0.8717993721783873,0.8962095825316833,0.9207697095214261,0.9423242639049407,0.0,0.9671666267191223,0.0,0.8840697641617526,0.9051904584458789,0.9078934047097676,0.909170572346768,0.9300647092936077,
